	SRR2921689	SRR2921690	SRR2921691	SRR2921692	SRR2921693	SRR2921694	SRR2921695	SRR2921696	SRR2921697	SRR2921698	SRR2921699	SRR2921700	SRR2921701	SRR2921702	SRR2921703	SRR2921704	SRR2921705	SRR2921706	SRR2921707	SRR2921708	SRR2921709	SRR2921710	SRR2921711	SRR2921712
G14T14g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T15g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T16g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T17g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T18g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T19g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T20g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T21g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T2g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T3g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T4g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T5g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T6g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T7g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T8g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14T9g_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G14Tg_pos	6.821849782990376	6.390413716507268	4.97097997322255	5.223183387730733	6.348962893295364	6.158002414610196	6.867135928402721	6.495353192332505	6.809981696900813	5.20547427883646	5.279655566449226	7.168166692139799	7.707487505303658	7.568119187623958	6.31298692745605	5.993282181119797	6.0357333835306815	5.676631543401083	6.303901395122479	5.846471871337024	5.371132899238943	7.324161978573367	5.571955191952752	6.513823878866185
G16MT_L_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G16MT_U_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1M6MASNB1terg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1M7MASNBterg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1M7MASNCterg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1M8MASNterg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1PTT_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2M8MASNterg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3M8MASNterg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3PD1_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3PD1_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3PD2m_pos	4.011486009823931	0.4792923650471984	0.0	3.6143128383889738	1.7560324151730737	3.773962850786414	3.7775462741731443	0.0	0.9930242722297381	0.330272471939585	1.9634214074872518	0.0	4.156523107535654	3.8275201383341226	0.3685893668850438	2.302874293271003	4.035727696710926	3.196014750557375	1.5844567940714598	4.531872495103083	2.45377392470619	3.650526817242529	2.7595390106203297	3.7147123989664963
G5SADrm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G5SADrm_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G5SADs_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G5SDym_pos	3.3725180627963796	4.357829668545331	1.5606484431405436	4.83671658537219	5.8678404365167856	5.857194081010765	4.680471976032357	6.009072815240838	1.7931415964070043	4.8437648701844385	0.7810531175669718	5.998073398555631	5.280325474442066	4.893716587983223	3.3187830430871146	5.661468500864558	4.088295320650221	5.156755772648802	3.6608589276377366	7.226934268055818	6.040972100443091	5.060285277619742	5.8457087564015495	5.66985082941915
G6PDA_pos	6.262591313241457	6.153141120181253	8.109539933979226	5.0662232158894085	0.0	4.953252325373318	5.732964612562577	4.632037015440396	5.602283100098374	1.2388133952121883	3.764027769980304	5.531643134370588	7.281209113502407	7.72364889114974	5.570782786075653	6.78906480987986	1.2591216604310942	4.382311555131478	4.730253564904901	4.774206276837148	2.624684000939864	6.793209414424263	5.561468401494872	8.347711987045786
G6PDH1rer_pos	0.0	3.0542983372731998	2.932998905324032	0.43376419464775523	0.0	0.0	1.3074733309331268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.169187166764765	0.0	4.548415563794394	0.0	0.0
G6PDH1rer_neg	0.0	3.0542983372731998	2.932998905324032	0.43376419464775523	0.0	0.0	1.3074733309331268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.169187166764765	0.0	4.548415563794394	0.0	0.0
G6PDH2r_pos	7.790743424432655	5.920795511362212	5.2433554278532	4.827281554761862	5.9321373054729865	1.6148737692722144	2.2286469771116884	6.384234720191133	3.9040653834689203	5.334258229058628	6.2684527733621005	3.2626816691100635	2.9368058753756556	0.0	1.6087800922250706	6.681209607974477	4.84233886676729	1.5859988470140964	6.564279290535086	6.191778111617277	5.717423485329572	6.955763949261878	5.571152524148549	6.700285653740077
G6PDH2r_neg	7.790743424432655	5.920795511362212	5.2433554278532	4.827281554761862	5.9321373054729865	1.6148737692722144	2.2286469771116884	6.384234720191133	3.9040653834689203	5.334258229058628	6.2684527733621005	3.2626816691100635	2.9368058753756556	0.0	1.6087800922250706	6.681209607974477	4.84233886676729	1.5859988470140964	6.564279290535086	6.191778111617277	5.717423485329572	6.955763949261878	5.571152524148549	6.700285653740077
G6PDH2rer_pos	7.790743424432655	6.085082909556115	5.476275590105741	4.844996939380261	5.9321373054729865	1.6148737692722144	2.623403126521978	6.384234720191133	3.9040653834689203	5.334258229058628	6.2684527733621005	3.2626816691100635	2.9368058753756556	0.0	1.6087800922250706	6.681209607974477	4.84233886676729	1.5859988470140964	6.564279290535086	6.259208739360279	5.717423485329572	7.195096272131801	5.571152524148549	6.700285653740077
G6PDH2rer_neg	7.790743424432655	6.085082909556115	5.476275590105741	4.844996939380261	5.9321373054729865	1.6148737692722144	2.623403126521978	6.384234720191133	3.9040653834689203	5.334258229058628	6.2684527733621005	3.2626816691100635	2.9368058753756556	0.0	1.6087800922250706	6.681209607974477	4.84233886676729	1.5859988470140964	6.564279290535086	6.259208739360279	5.717423485329572	7.195096272131801	5.571152524148549	6.700285653740077
G6PPer_pos	0.0	2.8747681275916945	6.744010666686959	4.784334403041036	3.920035362959739	6.311387503686992	4.918303794515724	4.440236096566195	6.8788372106059015	4.011576845875398	0.0	1.344583245727093	4.140496760841891	3.2807309795987574	1.3198485695796458	5.67529771715446	0.0	0.0	4.1320847803239324	5.454776348200833	4.08976553676533	6.185013347437623	4.218433746971973	3.955871976303367
G6Pter_pos	1.5102735590294938	2.417234472433875	0.5050172295323415	4.906752037646287	0.0	3.8833317661670734	0.0	5.6525206236343015	0.0	0.0	1.3312649757977502	0.0	1.5149892020374125	0.0	3.084830176171601	2.0483186652680723	0.0	3.1900815915417446	0.0	0.0	2.7396417963904423	0.0	0.8346298905276425	4.5691707247671465
G6Pter_neg	1.5102735590294938	2.417234472433875	0.5050172295323415	4.906752037646287	0.0	3.8833317661670734	0.0	5.6525206236343015	0.0	0.0	1.3312649757977502	0.0	1.5149892020374125	0.0	3.084830176171601	2.0483186652680723	0.0	3.1900815915417446	0.0	0.0	2.7396417963904423	0.0	0.8346298905276425	4.5691707247671465
GABAVESSEC_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GACMTRc_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GACMTRc_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GACPAILter_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL3ST11_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL3ST12_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALASE10ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE11ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE12ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE13ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE14ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE15ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE16ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE17ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE18ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE19ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE1ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE20ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE3ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE4ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE5ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE6ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE7ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE8ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALASE9ly_pos	7.435430994323097	6.018154815533126	4.912982873429087	4.083377258871976	5.608733946135475	6.237177287252954	4.619771310726855	6.285700460952186	6.148209823128604	5.996261500350102	5.354817598565319	5.4867111211030295	6.0476566884861365	5.33041577231914	6.862717537343369	4.893050882472348	2.5575302126145565	5.888207664515431	6.459030572082705	5.584726222508068	5.064711682094385	6.486127515530329	4.063674199824066	6.450571264993625
GALC_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
